Tratamiento,VALIDADO,02/05/2024,12166842,AKAPOL S.A.,30-50406520/7,18543,AV. DOMINGO NAZARRE Nº : 3403 Ruta: : PCIAL. 25,ZELAYA,DRUM SERVICE S.A,30-70775483/0,37590,Ruta: : 6 Km: : 18.5,LOS CARDALES,DRUM SERVICE S.A,30-70775483/0,37590,Ruta: : 6 Km:: 18.5,LOS CARDALES,Y13,2
Tratamiento,VALIDADO,02/05/2024,12167507,PETROMINING SA,30-71212642/2,46056,MARGEN DERECHA DEL RIO PARANA DE LAS PALMAS Km:: 91,CAMPANA,JUAN CARLOS PATRICIO S.A.,30-70843056/7,37367,SANTA FE Nº : 5978,VILLA ADELINA,EITTOR SOCIEDAD ANONIMA,30-69166482/8,8016,"CAMINO COSTA BRAVA Nº : KM 4,7 Ruta: : PANAMERICANA (N° 9) Km:: 95",ZARATE,160306,40
Tratamiento,VALIDADO,03/05/2024,12167508,CERVECERIA Y MALTERIA QUILMES S.A.I.C.A. Y G.,33-50835825/9,7031,"AV 12 DE OCTUBRE Nº : 100 Ruta: : RUTA NACIONAL 1 Y 2 (36), AV CALCHAQUI Km:: 16",QUILMES,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y34,60
Tratamiento,VALIDADO,03/05/2024,12167508,CERVECERIA Y MALTERIA QUILMES S.A.I.C.A. Y G.,33-50835825/9,7031,"AV 12 DE OCTUBRE Nº : 100 Ruta: : RUTA NACIONAL 1 Y 2 (36), AV CALCHAQUI Km:: 16",QUILMES,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y12,4070
Tratamiento,VALIDADO,03/05/2024,12167508,CERVECERIA Y MALTERIA QUILMES S.A.I.C.A. Y G.,33-50835825/9,7031,"AV 12 DE OCTUBRE Nº : 100 Ruta: : RUTA NACIONAL 1 Y 2 (36), AV CALCHAQUI Km:: 16",QUILMES,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y34,350
Tratamiento,VALIDADO,03/05/2024,12167510,REPICKY SOCIEDAD ANONIMA COM.IND.FIN.INM.DE MAN. Y AGR.,30-52099153/7,28440,162 Nº : 102 Piso: : -- Ruta: : --- Km:: --,BERNAL OESTE,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y9,400
Tratamiento,VALIDADO,07/05/2024,12167512,REHAU .S.A.,30-67657566/5,184698,CALLE 10 Nº : 1675,PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,50
Tratamiento,CERRADO,03/05/2024,12167513,VALLEJOS OMAR DANIEL,23-23036472/9,8916,JULIO A ROCA Nº : 4707,SAN MIGUEL,SOLUCIONES AMBIENTALES S.A.,30-70898220/9,37379,Ruta: : 11 Km: : 213,GUALEGUAYCHU,EITTOR SOCIEDAD ANONIMA,30-69166482/8,8016,"CAMINO COSTA BRAVA Nº : KM 4,7 Ruta: : PANAMERICANA (N° 9) Km:: 95",ZARATE,Y8,600
Tratamiento,VALIDADO,03/05/2024,12167517,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,45680,Pte. Illia s/n y Marconi Nº : S/N,EL PALOMAR,TRYBER S.A.,30-70856417/2,37526,6 Nº : 540,TOLOSA,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y12,150
Tratamiento,CERRADO,03/05/2024,12167518,TELECOM ARGENTINA SA,30-63945373/8,57219,LIBERTAD Nº : 4339/57,SAN MARTIN,INDUSTRIAS DALAFER S.A.,30-69452688/4,8851,AV. TOMAS FLORES Nº : 1946,QUILMES,INDUSTRIAS DALAFER S.A.,30-69452688/4,51216,CAMINO GRAL BELGRANO Nº : S/N? Km:: 10.500,BERNAL OESTE,200140,3700
Tratamiento,VALIDADO,09/05/2024,12167519,REHAU .S.A.,30-67657566/5,184698,CALLE 10 Nº : 1675,PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,300
Tratamiento,VALIDADO,31/05/2024,12167523,ANJOR S.A.,30-70748118/4,226387,AV. MARQUEZ  Nº : 2984,MARTINEZ,FRANCO TRANSPORTES S.R.L,30-70845639/6,37363,FLORENCIO SANCHEZ Nº : 450,LA TABLADA,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y8,300
Tratamiento,VALIDADO,03/05/2024,12167524,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,8440
Tratamiento,VALIDADO,03/05/2024,12167525,MOLINOS RIO DE LA PLATA S.A.,30-50085862/8,37069,RUTA DE LA TRADICION Nº : 3500,9 DE ABRIL,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200301,3580
Tratamiento,CERRADO,03/05/2024,12167526,MONIS ALEJANDRO HORACIO,20-13211260/7,37089,GRAL. JUSTO JOSE DE URQUIZA Nº : 4134,FLORIDA,VOLQUETES BOSCH S.A.,30-71593907/6,43453,BRASIL Nº : 1653,VILLA LOMA HERMOSA,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170201,360
Tratamiento,VALIDADO,09/05/2024,12167528,SABIC INNOVATIVE PLASTICS ARGENTINA S.R.L.,30-60193379/5,37397,DESCARTES Nº : 3668,TORTUGUITAS,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,300
Tratamiento,VALIDADO,03/05/2024,12167530,"DIA ARGENTINA S.A.,",30-68584975/1,153404,14 Nº : 3838 Piso: : PB,BERAZATEGUI,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200302,100
Tratamiento,VALIDADO,03/05/2024,12167531,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,45675,Allison Bell  Nº : 770,QUILMES,TRYBER S.A.,30-70856417/2,37526,6 Nº : 540,TOLOSA,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y16,80
Tratamiento,VALIDADO,03/05/2024,12167532,ARGENCRAFT S.A.,30-70885792/7,20638,AVENIDA BRIGADIER JUAN MANUEL DE ROSAS Nº : 12810 Ruta: : NACIONAL NÚMERO TRES,LAFERRERE,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,4000
Tratamiento,VALIDADO,03/05/2024,12167532,ARGENCRAFT S.A.,30-70885792/7,20638,AVENIDA BRIGADIER JUAN MANUEL DE ROSAS Nº : 12810 Ruta: : NACIONAL NÚMERO TRES,LAFERRERE,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,1000
Tratamiento,VALIDADO,03/05/2024,12167532,ARGENCRAFT S.A.,30-70885792/7,20638,AVENIDA BRIGADIER JUAN MANUEL DE ROSAS Nº : 12810 Ruta: : NACIONAL NÚMERO TRES,LAFERRERE,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,1000
Tratamiento,VALIDADO,03/05/2024,12167532,ARGENCRAFT S.A.,30-70885792/7,20638,AVENIDA BRIGADIER JUAN MANUEL DE ROSAS Nº : 12810 Ruta: : NACIONAL NÚMERO TRES,LAFERRERE,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y8,220
Tratamiento,VALIDADO,03/05/2024,12167533,ESTABLECIMIENTOS GAMAR S.A.,30-50271399/6,1788,SANTIAGO DEL ESTERO Nº : 1619 Ruta: : EX  RUTA 197  Km:: 1,TIGRE,PODAVINI JUAN EMILIO,20-17811849/9,43373,TTE CNEL SANTIAGO MORALES Nº : 1150,GENERAL PACHECO,PODAVINI JUAN EMILIO,20-17811849/9,43373,TTE CNEL SANTIAGO MORALES Nº : 1150,GENERAL PACHECO,200140,11260
Tratamiento,VALIDADO,09/05/2024,12167535,SAENZ  BRIONES Y CIA SAIC,33-50108846/9,14691,CALLE 9. Nº : 794 Ruta: : 8 Km:: 60,PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,100
Tratamiento,VALIDADO,03/05/2024,12167536,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6930
Tratamiento,VALIDADO,03/05/2024,12167538,AYSA S.A.,30-70956507/5,55082,RICARDO NEWTON Nº : 2750,EL JAGUEL,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,190805,9300
Tratamiento,VALIDADO,03/05/2024,12167540,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6930
Tratamiento,VALIDADO,06/05/2024,12167541,SAPORITI S.A.,30-53670643/3,9449,15 Nº : S/N?,PARQUE INDUSTRIAL PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,150
Tratamiento,VALIDADO,03/05/2024,12167544,"DIA ARGENTINA S.A.,",30-68584975/1,153404,14 Nº : 3838 Piso: : PB,BERAZATEGUI,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200302,100
Tratamiento,VALIDADO,03/05/2024,12167545,PLAQUIMET S.A.,30-60092133/5,23319,CABO 1º MORENO Nº : 1645 Ruta: : RUTA Nº 4,BURZACO,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,790
Tratamiento,VALIDADO,03/05/2024,12167545,PLAQUIMET S.A.,30-60092133/5,23319,CABO 1º MORENO Nº : 1645 Ruta: : RUTA Nº 4,BURZACO,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y13,790
Tratamiento,VALIDADO,03/05/2024,12167545,PLAQUIMET S.A.,30-60092133/5,23319,CABO 1º MORENO Nº : 1645 Ruta: : RUTA Nº 4,BURZACO,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y13,5400
Tratamiento,VALIDADO,07/05/2024,12167548,SAPORITI S.A.,30-53670643/3,9449,15 Nº : S/N?,PARQUE INDUSTRIAL PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,150
Tratamiento,VALIDADO,03/05/2024,12167550,LABORATORIO VARIFARMA S.A.,30-68266770/9,32289,ERNESTO DE LAS CARRERAS Nº : 2469 Piso: : -------- Ruta: : ------- Km:: -------,BECCAR,R.C. RADIOLOGIA CASTELAR S.R.L.,33-70879321/9,37250,ARISTOBULO DEL VALLE Nº : 1139,CASTELAR,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y2,365
Tratamiento,VALIDADO,03/05/2024,12167550,LABORATORIO VARIFARMA S.A.,30-68266770/9,32289,ERNESTO DE LAS CARRERAS Nº : 2469 Piso: : -------- Ruta: : ------- Km:: -------,BECCAR,R.C. RADIOLOGIA CASTELAR S.R.L.,33-70879321/9,37250,ARISTOBULO DEL VALLE Nº : 1139,CASTELAR,QUALITA SERVICIOS AMBIENTALES S.A.,30-50931059/5,30168,CAMINO A CAPILLA DEL SEÑOR Nº : S/N Piso: : ---,CAMPANA,Y6,201
Tratamiento,VALIDADO,03/05/2024,12167551,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6520
Tratamiento,VALIDADO,03/05/2024,12167552,"DIA ARGENTINA S.A.,",30-68584975/1,153104,GABINO EZEIZA  Nº : 8650,LOMA HERMOSA,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200302,100
Tratamiento,VALIDADO,08/05/2024,12167554,SAPORITI S.A.,30-53670643/3,9449,15 Nº : S/N?,PARQUE INDUSTRIAL PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,100
Tratamiento,VALIDADO,03/05/2024,12167555,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6520
Tratamiento,VALIDADO,03/05/2024,12167556,"DIA ARGENTINA S.A.,",30-68584975/1,153402,AV MITRE Nº : 4211 Piso: : PB,MUNRO,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200302,100
Tratamiento,VALIDADO,09/05/2024,12167557,SAPORITI S.A.,30-53670643/3,9449,15 Nº : S/N?,PARQUE INDUSTRIAL PILAR,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,500
Tratamiento,VALIDADO,03/05/2024,12167558,GENERAL INK FACTORY S.A.,30-70721515/8,21054,MELIAN Nº : 3275,BURZACO,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y12,700
Tratamiento,VALIDADO,03/05/2024,12167558,GENERAL INK FACTORY S.A.,30-70721515/8,21054,MELIAN Nº : 3275,BURZACO,PERFECCIONAMIENTOS AMBIENTALES S.A.,30-71468343/4,37347,AVDA. MOSCONI Nº : 436,QUILMES,TRI ECO S.A.,30-67726291/1,3678,CNO. DE LA COSTA Y STO. PONCE Nº : S/N,DOCK SUD,Y9,20
Tratamiento,CERRADO,03/05/2024,12167563,BAT OPERACIONES S.A.U.,30-71691728/9,39592,14 Nº : 506,PARQUE INDUSTRIAL PILAR,SERTEC GESTION AMBIENTAL S.A.,30-70983624/9,44152,CAMINO GENERAL BELGRANO Nº : 1756,QUILMES OESTE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200301,1860
Tratamiento,VALIDADO,03/05/2024,12167564,"DIA ARGENTINA S.A.,",30-68584975/1,153103,CROACIA Nº : 1196,JOSE C PAZ,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,200302,100
Tratamiento,VALIDADO,03/05/2024,12167576,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6500
Tratamiento,CERRADO,03/05/2024,12167577,PETROMINING SA,30-71212642/2,46056,MARGEN DERECHA DEL RIO PARANA DE LAS PALMAS Km:: 91,CAMPANA,JUAN CARLOS PATRICIO S.A.,30-70843056/7,37367,SANTA FE Nº : 5978,VILLA ADELINA,EITTOR SOCIEDAD ANONIMA,30-69166482/8,8016,"CAMINO COSTA BRAVA Nº : KM 4,7 Ruta: : PANAMERICANA (N° 9) Km:: 95",ZARATE,Y9,26780
Tratamiento,CERRADO,03/05/2024,12167580,TELECOM ARGENTINA SA,30-63945373/8,57220,RAMON CASTRO Nº : 4655/75,MUNRO,INDUSTRIAS DALAFER S.A.,30-69452688/4,8851,AV. TOMAS FLORES Nº : 1946,QUILMES,INDUSTRIAS DALAFER S.A.,30-69452688/4,51216,CAMINO GRAL BELGRANO Nº : S/N? Km:: 10.500,BERNAL OESTE,Y18,2120
Tratamiento,VALIDADO,03/05/2024,12167581,EL PREFERIDO SRL,30-71638173/7,16090,GUATEMALA  Nº : 4801,CIUDAD AUTONOMA DE BUENOS AIRES,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,100
Tratamiento,VALIDADO,03/05/2024,12167582,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,6500
Tratamiento,VALIDADO,03/05/2024,12167585,SOFTYS ARGENTINA S.A.,30-50103667/2,10267,CAMINO DE LA COSTA BRAVA  S/N  KM 7 Nº : S/N,ZARATE,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,CERAMICA CTIBOR S.A.,30-67802645/6,9959,8 Nº : S/N Ruta: : NACIONAL N°2 Km:: 55,ABASTO,030311,10220
Tratamiento,VALIDADO,30/05/2024,12167586,SUCESORES DE JOSE SALGADO SOCIEDAD ANONIMA   INDUSTRIAL Y COMERCIAL,30-50072763/9,7646,SOLIS Nº : 2044,CIUDAD AUTONOMA DE BUENOS AIRES,SL SER GREEN S.A.,30-71032472/3,37345,EMILIO CASTRO Nº : 1931,LANUS OESTE,P.T.O.   S.A.,30-69018462/8,38716,BARTOLOME DIAZ Y ENSENADA Nº : CUARTEL V,MORENO,190814,20000
Tratamiento,VALIDADO,03/05/2024,12167588,RAIZEN ARGENTINA,30-50672680/4,20359,SARGENTO PONCE  Nº : 2318,DOCK SUD,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,4100
Tratamiento,CERRADO,03/05/2024,12167590,EXOLGAN S.A.,30-59057897/1,23532,ALBERTI  Nº : 1780,DOCK SUD,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,520
Tratamiento,VALIDADO,03/05/2024,12167593,EXOLGAN S.A.,30-59057897/1,23532,ALBERTI  Nº : 1780,DOCK SUD,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,COOPERATIVA DE PROVISION DE SERVICIOS RECICLANDO SUEÑOS LIMITADA,30-71067513/5,57399,ANATOLE FRANCE Nº : 5943,ISIDRO CASANOVA,200101,100
Tratamiento,VALIDADO,03/05/2024,12167593,EXOLGAN S.A.,30-59057897/1,23532,ALBERTI  Nº : 1780,DOCK SUD,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,COOPERATIVA DE PROVISION DE SERVICIOS RECICLANDO SUEÑOS LIMITADA,30-71067513/5,57399,ANATOLE FRANCE Nº : 5943,ISIDRO CASANOVA,200139,40
Tratamiento,CERRADO,03/05/2024,12167595,CLINICA LOS CEDROS DE TAPIALES S.A.,30-60174646/4,108,DOMINGO MILLAN Nº : 20,VILLA MADERO,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,Y1,247
Tratamiento,VALIDADO,07/05/2024,12167596,TEXAMERI S.A.,30-62116101/2,14575,AV. MARCELO T DE ALVEAR - (RUTA NACIONAL N° 202) Nº : 1787 Piso: : ----- Ruta: : ----- Km:: -----,DON TORCUATO,TRANSPORTES OLIVOS S.A.C.I. Y F.,30-51743143/1,18889,LA MADRID Nº : 369 Piso: : PB,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,160306,700
Tratamiento,CERRADO,03/05/2024,12167601,LOGISTICS PLATFORMS INVESTMENT S.A.,30-70946023/0,109446,COLECTORA AUTOPISTA BUENOS AIRES LA PLATA Nº : 2850,DOCK SUD,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,ARX ARCILLEX S.A.,30-52142239/0,33142,SALVADOR DE BENEDETTI Nº : 1200,JOSE LEON SUAREZ,170203,320
Tratamiento,VALIDADO,02/05/2024,12167605,MOLINOS RIO DE LA PLATA S.A.,30-50085862/8,29903,"DAVOBE Nº : 2041 Ruta: : 8 Km:: 42,5",DEL VISO,CHAMICAL COMPACTACION S.A.,33-69879610/9,21616,Ruta: : PROVINCIAL Nº 24 Km: : 30,TIGRE,"PRIETO, GABRIEL",20-20913567/2,52739,20 DE JUNIO Nº : SIN NUMERO,LOS CARDALES,020304,12220
Tratamiento,CERRADO,03/05/2024,12167607,MUNICIPALIDAD ITUZAINGO,30-68389631/0,17735,CNEL. PRINGLES Y ACEVEDO Nº : 3120,ITUZAINGO,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,PELCO S.A.,30-60606312/8,20964,SAAVEDRA Nº : 2875,EL TALAR,Y1,8
Tratamiento,CERRADO,03/05/2024,12167609,TELECOM ARGENTINA SA,30-63945373/8,57203,RODOLFO LOPEZ Nº : 160,QUILMES,INDUSTRIAS DALAFER S.A.,30-69452688/4,8851,AV. TOMAS FLORES Nº : 1946,QUILMES,INDUSTRIAS DALAFER S.A.,30-69452688/4,51216,CAMINO GRAL BELGRANO Nº : S/N? Km:: 10.500,BERNAL OESTE,200140,910
